,code,name,cr,Prerequisites,description,cross_listes,when_offered,Notes
1952,PPAD 523/5125,Citizen-centered government,3 cr, N," Exploration of institutional reforms to expand citizen engagement and government accountability in the Middle East, including decentralization of government services, community-based services, and creation of mechanisms to engage citizens in governance. Use of technology to improve citizen services and communication, including e-government.", N," Offered in alternate years.,",N
1953,PPAD 517/5126,Managing NGOs in Developing and Transitional Countries,3 cr, N," Application of management concepts, approaches, and tools in a nonprofit setting, including strategic management, human resource management, budgeting and financial management, and project management. Interaction of NGOs with partners including participatory development approaches, relations with donors and governments, coalition-building and fundraising. Both project and advocacy approaches will be covered.", N," Offered in spring.,",N
1954,PPAD 525/5127,Reforming Delivery of Social Services,3 cr, N," Exploration of the causes and consequences of ineffective government programming in social service delivery and strategies to improve performance. Comparative analysis of issues in health, education, anti-poverty programming, including the interaction of financial, human resource, and governance failures and ways to address them in a developing country context. Application of intervention strategies to increase responsiveness to citizen needs, including the uses of information, technology, capacity-building, and accountability mechanisms.", N," Offered in alternate years.,",N
1955,PPAD 526/5128,Corporate Social Responsibility and NGO Partnerships,3 cr, N," Overview of corporate social responsibility principles and applications from a developing country perspective. Issues in responsible corporate management, including addressing environmental, social, and accountability challenges. Tools for implementing and assessing corporate social responsibility programming, including mechanisms for developing effective partnerships with nonprofit organizations. Extensive use of cases from developing country experience.", N," Offered in alternate years.,",N
1956,PPAD 524/5129,Globalization and Development,3 cr, N," Integrative approach to the debate on globalization and development in the 21st century. Analyzes globalization through the lens of diverse regions, using cases and analysis to explore global aspects of social change, growth and development, social and economic stability and development finance. Considers emerging issues reshaping global development, including migration of labor and capital, trade, technology, conflict, and global warming. Impact of globalization on sustainable development, including environment, debt, crisis management, global governance, poverty, and inequality.", N," Offered in alternate years.,",N
1957,PPAD 507/5131,Government Finance for Policy Analysis,3 cr, Completion of economics core or equivalent economics preparation.," Role of government expenditure, taxation, and financing in public policy, with emphasis on socioeconomic development and related policy issues. Application of financial and economic principles to government finance, with emphasis on rigorous theory, empirical evidence, public choice analysis, and policy applications in a market economy. Design, selection, and evaluation of spending programs (emphasizing social programs and social insurance); revenue generation including taxation, non-tax funding mechanisms, government credit; subsidy and income transfer programs.", N," Offered in alternate years.,",N
1958,PPAD 516/5132,Social and Environmental Policy,3 cr, N," Overview of issues and analytic approaches for social and environmental policy, including programmatic and policy responses to development challenges in the environment, health and social services, and anti-poverty programming, with an emphasis on applications and case studies of experience in the Middle East and North Africa. Application of analytic methods to understand the root causes of barriers to providing social services and protecting the environment, and potential solutions to address these challenges from an interdisciplinary perspective."," Same as ,GREN 5203, , ."," Offered in spring.,",N
1959,PPAD 520/5133,Global Health Issues and Policies,3 cr, N," Examination of health issues in developing countries from a global perspective, with an emphasis on strategies to address social, economic, and managerial barriers to better health outcomes. Consideration of healthcare delivery in the broader context of development, equity, and government performance. Role of poverty, environmental degradation, and related social factors in health outcomes and development of new approaches to tackle social determinants of health. Introduction to health finance issues and approaches. Exploration of global issues affecting health such as migration, intellectual property rights, and governance failures.", N," Offered in alternate years.,",N
1960,PPAD 521/5134,Government Regulation of Business and Investment,3 cr, N," Introduction to government strategies to regulate social and economic sectors to overcome market failures. Comparative analysis of regulatory structures and issues in financial markets, telecommunications, the utility sector (power, water), environment, and social services (education, healthcare). Regulatory tools and analysis of alternative regulatory strategies as applied in developing countries. Privatization and public-private partnerships, including legal frameworks, approaches to community involvement in decision-making, accountability, and dispute resolution.", N," Offered in fall.,",N
1961,PPAD 522/5135,Promotion of Local Economic Development,3 cr, N," Introduction to government strategies to promote broad-based and employment-creating growth at the national, regional, and local levels. Small and midsize enterprise development, including financing tools. Mobilization of local resources through collaboration with the business sector and community partners. Identification and removal of barriers to investment to create an environment conducive to growth. Tools to attract investors and create local capacity for growth.", N," Offered in spring.,",N
1962,PPAD 541/5136,Gender in Public Policy and Administration,3 cr, N, N, N, N,N
1963,PPAD 536/5141,Policy for Sustainable Cities,3 cr, N," Explores policy choices facing urban managers, planners, and the communities they serve with regard to putting cities on a path to sustainability. Considers how allocation of, control over, and use of key land and financial resources shapes urban development from political economy, governance and space planning perspectives. Examines participatory planning and other methods to engage urban stakeholders in management of cities as well as tools to promote adoption of green technologies in the urban housing, industrial, transport, power, water, and commercial building sectors"," Same as ,GREN 5231, , .,", N,N
1964,PPAD 537/5142,Greening the Built Environment,3 cr, N," Examines core concepts, analytic tools, and program models needed to develop the urban built environment in ways that are socially and environmentally sustainable. Gives particular attention to retrofitting and sustainability upgrades for the existing urban core, developing new communities on a sustainable model, and providing affordable options for low-income urban residents, including upgrading of informal areas as well as new developments. Explores how the spatial distribution of work and housing choices interacts with transport/transit systems, energy use, and infrastructure to shape urban sustainability outcomes"," Same as ,GREN 5232, , .,", N,N
1965,PPAD 538/5143,Urban Infrastructure Development for Sustainability,3 cr, N," Considers how the development of critical infrastructure (power generation and transmission, water/wastewater, transport/transit, and waste management) can be directed toward socially and environmentally sound and economically viable models. Provides an understanding of alternative infrastructure financing, regulation, and implementation models from state provision to public-private partnerships. Explores how infrastructure network choices shape city expansion, urban quality of life, and efficiency outcomes in a dynamic urban context"," Same as ,GREN 5233, ,.,", N,N
1966,PPAD 529/5151,Issues in International Security,3 cr, N," Exploration of strategies and techniques for managing potential and active conflicts at the national and international levels, including such traditional and new threads to international security as inter-state territorial, intra-state ethnic-based, and violent transnational extremist groups, dispute over non-renewable resources, and climate change. Consideration of institutions and methods for managing each stage of the conflict process, from prevention and deterrence through conflict resolution and post-conflict rebuilding", N, N,N
1967,PPAD 530/5152,Conflict Prevention and Resolution,3 cr, N," This course focuses on international intervention and conflict management with the objective of assessing the policy implications of various conflict management strategies such as crisis management, mediation, peace-keeping, partition, humanitarian intervention (responsibility to protect) and prevention. In addressing these issues, the course will examine the application and outcomes in specific cases from the Middle East, Bosnia-Herzegovina, Sri Lanka and Sub-Saharan Africa", N, N,N
1968,PPAD 531/5153,"Armament, Arms Control and Disarmament",3 cr, N," This course reviews the history of arms control and disarmament, especially during the cold war period and in its aftermath. The role of the United Nations, the current focus on nuclear non-proliferation, the regime set up by the Non-proliferation Treaty (NPT), the conformity of counter-proliferation policies with international law and the present status of treaties on weapons of mass destruction will be discussed. The course will examine current issues of nuclear armament, particularly non-proliferation in the Middle East", N, N,N
1969,PPAD 532/5154,Contemporary Security Issues in the Middle East,3 cr, N," This course is about comparable and other issues of regional security with special emphasis on the Middle East. It will address categories of issues and then focus on specific case studies of occupation, water, oil, other natural resources, and ethnic and intra-State conflicts. Policies of regional and extra-regional powers and multilateral approaches towards these security cases will be reviewed.", N," Offered in alternate years.,",N
1970,PPAD 533/5155,Governance of the Global Economy,3 cr," The course explores the evolving status of developing countries in the multilateral system. Are developing countries having a role that allows them to promote their legitimate interests in global international governance and the multilateral trading system? Does International Cooperation work in their favor? Going through the different development paradigms in the UN system, post WW II Bretton Wood system, the course investigates how developing countries remain sidelined from global governance and continue to be mere standard takers."," This course will review the foundations of multilateral cooperation for development and the current development issues tackled by the United Nations system such as poverty, employment, food security, the environment and population. It will examine the processes through which multilateral approaches are defined; the attitudes towards these approaches of great, middle range powers and developing countries; as well as the principles and means of multilateral action. The realization of the Millennium Development Goals (MDGs) will be particularly studied", N, N,N
1971,PPAD 534/5156,Multilateral and Bilateral Cooperation for Development,3 cr, N," This course will review the policies of international cooperation put in place by industrialized countries. It will examine their priority issues, such as fighting poverty, promoting entrepreneurship, gender equality, preservation of the environment and migration, the objectives and geographic focuses of these policies. The course will also review modalities and delivery institutions such as USAID, CIDA, SIDA, JAICA and GTZ", N, N,N
1972,PPAD 540/5161,Diplomacy: Theory and Practice,3 cr, N, The course analyzes both the limits and potential of diplomacy. It examines how thinking about diplomacy has evolved from the classical period through to the beginning of the twenty-first century and how it might develop in the future in response to the interrelated and changing issues and the interdependence between actors in world society, N, N,N
1973,PPAD 000/5168,Proposal Writing and Grant Management for Nonprofit Organizations,3 cr, N," For most non-profit organizations, having access to grants makes all the difference between either thriving or being defunct. For any non-profit manager, the ability to write effective proposals is a necessary first step towards securing the all-important grant. This course is designed to introduce non-profit and public sector workers to the rudiments of effective proposal writing and grant management. It will assist students to learn and apply critical skills including grant identification, proposal writing, planning of fundraising events, management of secured funds and financial accountability", N, N,N
1974,PPAD 000/5169,Issues in Social Entrepreneurship,3 cr, N," Social Entrepreneurship is a rapidly emerging field of for-profit and nonprofit business practice aimed primarily at advancing the social and economic welfare of persons at ‘the bottom of the pyramid’. Within this evolving field, social entrepreneurs create new business models for neglected markets that corporations can emulate, partner with or acquire to take to scale. As the traditional lines among government, business and non-profits continue to blur in the wake of increasing business interest in sustainable value creation, it is critical for Public Administration students to understand how the opportunities in this field can be leveraged to alleviate poverty", N, N,N
1975,PPAD 000/5170,Volunteer Management,3 cr, N," The role of volunteers in development efforts across the globe today cannot be overemphasized. The impacts of persistent conflicts, disease, climate change and migration in the Middle East, Africa, Asia and Latin America means that volunteer efforts will continue to be a vital part development efforts not only in the global south but also in the global north. For the public and nonprofit organizations that are financially-strapped, volunteering efforts provide a pathway to enhance their capacity and ameliorate public problems. Understanding the management aspect of volunteers is therefore important for the nonprofit manager. The objective of this course is to provide a comprehensive introduction to the design and management of volunteer programs", N, N,N
1976,PPAD 000/5171,International and Comparative Human Resources Management,3 cr, N," This course introduces students to the complexities of public human resources management from an international comparative perspective. It surveys the theoretical, strategic, cultural and functional contexts of IHRM and identify some of the everyday challenges of managing pubic personnel in the MENA region as well as other parts of the globe. Topics of interest include issues related to as recruitment and selection, training and development, performance management, career management and employee compensation in international contexts", N, N,N
1977,PPAD 000/5172,Compensation Management,3 cr, N," This course focuses on the principles and basic concepts of managing work compensation in both public and non-profit organizational settings. It explores ways in which HR Managers deal with employee pay systems, how they support their skill development, and how they ensure that personnel are incentivised to maintain high pay-performance levels. Topics that will be addressed in the class include person-based pay structures, designing pay levels, pay-for-performance, performance appraisal and plan design and the ways to strengthen the pay-for-performance link", N, N,N
1978,PPAD 000/5173,"Public Administration, Technology, and Innovation",3 cr, N," This course introduces students to the emerging role of technology and innovation in contemporary public sector management. Although not a new concept, innovation has mostly been associated with work related activities in the private sector. Evidence across the globe suggests however, that where public institutions have adopted innovation and technology, including the use of digital communications and analytics, there has been accelerated solutions to public problems. The objective of this course is assist students to understand and utilize concepts and practices related to innovation and technology specifically in the public sector. The course will draw on international best practices to help students examine the role and potential of use of innovation in public policy design, policy execution and communication", N, N,N
1979,PPAD 000/5174,Internship in Public and Non-Profit Organizations,3 cr, N," This course offers students the opportunity to participate in a full-time or part-time internship experience, within the public and non-provident sector. Students work under the supervision of both an approved internship provider and a faculty adviser. The course provides practical, hands-on training to enhance student learning and the implementation of theory to real-world problems", N, N,N
1980,PPAD 575/5175,Independent Study in Public Policy and Administration,1-3 cr, Pre-requisites: Permission of the instructor and unit head, N, N, N,N
1981,PPAD 000/5178,Program Evaluation,3 cr, N," Public resources are limited, and decisions regarding how to use these scarce public resources must be informed by an understanding of how well public programs and policies produce their desired outcomes. However, measuring causal effects can be a challenge. This course is designed to provide a broad - yet rigorous - overview of the tools available to evaluate the causal effects of public programs and policies. These tools and methods include randomized control experiments and quasi-experiments, such as difference-in-difference, regression discontinuity, and instrumental variables", N, N,N
1982,PPAD 000/5179,Big Data Analytics for Public Policy,3 cr, N, The goal of the Big Data Analytics class is to develop the key data analytics skill sets necessary to harness the wealth of newly-available data. Its design offers hands-on training in the context of real big data. The main learning objectives are to apply new techniques to analyze public policy problems using and combining large amount of heterogeneous data from a variety of different sources. It is designed for graduate students who are seeking stronger foundation in data analytics, N, N,N
1983,PPAD 000/5180,Introduction to Data Analytics,3 cr, N," The course will cover the following topics: construction of statistical models, especially the use of statistical tools and techniques such as chi-square tests of independence, analysis of variance, simple and multiple linear regressions and correlation, and the use of extrapolating methods such as moving average and exponential smoothing", N, N,N
1984,PPAD 000/5181,Public Policy Theory and Practice,3 cr, N, This course examine approaches to the study of public policy. It is examine public policy as an intellectual exercise to study why and how policy is developed overtime, N, N,N
1985,PPAD 491/5198,Practicum,3 cr, Junior or Senior status.," Students work on an approved individual or team professional assignment with a relevant government, non-profit, or other organization. Class meets alternate weeks during the term to work on practicum assignments and to translate practicum products into polished professional work products, which may become the basis of student theses or master’s projects. Work may be begun prior to the term in which the student enrolls in the class with instructor’s approval. Assessment based on practicum supervisor’s review, and other products prepared, and contribution to peer reviews or team products"," Same as ,PPAD 5198,", Offered in fall and spring., Grading Pass/Fail
1986,PPAD 591/5198,Practicum,3 cr, Completion of at least 3 courses or approval of department and instructor.," Students must complete an approved individual or team professional assignment with a relevant government, non-profit, or other organization. Class meets alternate weeks during the term to work on practicum assignments and to translate practicum products into polished professional work products, which may become the basis for student theses or master’s projects. Work may be begun prior to the term in which the student enrolls in the class. Assessment based on practicum supervisor’s review, research paper and other products prepared, and contribution to peer reviews or team products. Students may arrange to complete an individual practicum assignment on an independent study basis under faculty supervision", N, N,N
1987,PPAD 570/5199,Special Topics in Public Policy and Administration,1-3 cr, Consent of the instructor and advisor., Considers selected topics of relevance to public policy and administration. May be repeated with permission of the supervisor if the topic varies from the previous enrollment., N," Offered occasionally.,",N
1988,PPAD 500/5201,Research Methods for Public Policy and Administration,3 cr, N," Theoretical and applied aspects of developing a research project, including definition of research questions, literature review, overall research design, and methodology, as well as research implementation planning (use of library sources, field investigation, and scheduling). Each student will develop a research proposal that will generally serve as the basis for the thesis proposal.", N," Offered in spring.,",N
1989,PPAD 515/5202,Public Policy Theory & Practice,3 cr, N," Introduction to analytic tools, methods, and approaches to policy analysis in diverse development issues areas and country situations. Develops skills in selection and application of tools to analyze policy problems, assess alternative solutions, and develop recommendations for action, including cost-benefit and simulation. Approaches to program evaluation ex ante and ex post, including identification of data needs, assessment of implementation issues and outcomes, and definition of strategies to achieve desired outcomes.", N," Offered in spring.,",N
1990,PPAD 508/5211,Qualitative Analysis for Policy and Administration,3 cr, N," Use of qualitative data in policy and public administration research and analysis. Fundamental concepts and applications of methods including interviews, case studies, historical research, focus groups, and qualitative surveys. Ethics in qualitative analysis. Design, execution, and interpretation of qualitative results, including issues of validity and replicability.", N," Offered in fall.,",N
1991,PPAD 509/5212,Applied Quantitative Analysis,3 cr, N," Application of statistical techniques to policy analysis and policy/program evaluation. Use of the empirical techniques to understand policy issues, analytical modeling and forecasts. Essentials of multivariate regression analysis with policy applications, problems in regression analysis, forecasting, time series/panel data modeling, and simultaneous equations models, with an emphasis on application rather than theory and use of statistical packages (SAS and SPSS) for policy analysis.", N," Offered in fall.,",N
1992,PPAD 501/5221,Strategic Management for Government and Nonprofit Organizations,3 cr, N," Concepts of strategic management as applied to government and nonprofit organizations, including development agencies. Methods and practical considerations related to developing organizational strategies to achieve public purposes, translation of strategies into organizations plans in light of theory and practice of organizational behavior, and assessment of performance relative to strategy.", N," Offered in spring.,",N
1993,PPAD 504/5222,Fundamentals of Financial Planning and Management for Government and Nonprofit Organizations,3 cr, N," Essentials of financial management in nonprofit and governmental settings, providing an overview of budget planning, management, monitoring, and controls at the program, agency, and government-wide level. Review of government financial management principles and applications, including managing tax and expenditure programs, sources and uses of funds for government organizations, control of corruption, fundamentals of performance measurement, budgetary decision-making concepts and processes, and citizen participation in budgeting. Financial management of non-profits, including introduction to fundraising and revenue generation strategies, sustainability, financial monitoring and reporting, and controls.", N," Offered in alternate years.,",N
1994,PPAD 513/5223,International Models of Public Management,3 cr, N," Explores international approaches to structuring and managing the public sector to meet national objectives. Examines alternative models and their implications for government performance and effectiveness, with an emphasis on MENA region and developing countries, but also considering European, North American, and Asian models. Application of analytic tools and models of government behavior to compare approaches to reforming government management in diverse contexts.", N," Offered in alternate years.,",N
1995,PPAD 514/5224,Human Resource Management for Government and Nonprofit Organizations,3 cr, N," Study of key concepts, tools, and methods for human resource management in government and nonprofit organizations. Implementation of management tools to improve human resource productivity and performance through strategic application of HR tools including structural reform, recruitment, capacity-building, motivation, promotion, evaluation, benefits, and conditions of work.", N," Offered in spring.,",N
1996,PPAD 000/5225,Regionalism and Regional Integration,3 cr," Admission in the Master in Global Affairs (MGA) program. having taken ,PPAD 5251, , is advisable but not a per-requisite."," The course is about regionalism and regional integration. Regionalism is understood as policies and projects whereby groups states and non-state actors cooperate and coordinate strategy, whether within a given geographical region or not, with the aim of pursuing and promoting common goals in one or more issue areas. Under “New Regionalism”, regionalist schemes cover issues of economic, social, cultural and, in some cases, security nature. As they display great diversity, the course will review the different expressions contemporary regionalism has taken up, which reflect diverse conditions, values and ideological approaches. The review will be carried out against the background of the global system since it is considered that regionalism is a response to globalization and a reaction to the diverse aspects of global processes. The course is also about regional integration, which indicates processes in given regions extending from close intergovernmental cooperation between “sovereign” states to integration as such, involving the creation of new organizational or supranational entity. After a conceptual introduction, regionalism in Europe, the Arab Middle East and Africa, as well as in Latin America and Asia will be examined", N, N,N
1997,PPAD 502/5231,Economics for Public Policy Analysis,3 cr, N," Overview of concepts and methods for microeconomic and macroeconomic analysis as applied to public policy and public sector/nonprofit management. Tools and concepts of microeconomic analysis, including factors shaping demand and supply, theory of the firm, market distortions, externalities, and public goods, and application of economic tools to policy assessment. Introduction to macroeconomic concepts including national income, monetary and fiscal policy, debt and financial markets, growth and employment, savings and investment, and international trade, foreign exchange, and the balance of payments.", N," Offered in fall.,",N
1998,PPAD 503/5232,Role of Government in a Market-Oriented Economy,3 cr," ,PPAD 5231, , or equivalent economic preparation."," Overview of the interaction of markets with the economic and social development of developing countries and consideration of the role of governments in promoting, regulating, and supplementing the action of markets to achieve public purposes. Consideration of alternative government strategies in key social and productive sectors, including prevention of and responses to market failures, promotion of equity and the rule of law, provision of social services, and maintenance of stable growth. Application of economic analytic tools to assess and select government strategies in a market-oriented system.", N," Offered in spring.,",N
1999,PPAD 527/5251,International Organization in Global Governance,3 cr, N," Exploration of how international organizations interact with each other and with national actors in defining and implementing norms and functions of global governance. Focus on global governance actors and regimes developed for priority issue areas, including peace and security; human development; trade; finance; human rights; the environment; labor and working conditions; and international migration. Consideration of the role of United Nations, international and regional organizations and mechanisms for collaboration with state, international, and non-state actors to strengthen and manage global regulatory regimes", N, N,N
2000,PPAD 528/5252,Theory and Practice of Negotiation,3 cr, N," This course reviews theories as well as practice of international negotiation, at the bilateral, regional and bilateral levels. It examines determinants, drivers and hypotheses in negotiation processes as well as their different stages and forms. The course also studies the practice of negotiation in specific bilateral, regional and global processes such as South Africa, Sri Lanka the Arab-Israeli conflict and the law of the sea", N, N,N
2001,PPAD 539/5258,Role of Force: Strategy and Statecraft,3 cr, N," This course focuses on force as an instrument of policy in modern statecraft. Major concepts include the functions of force and the formation of national security policy; classical military strategy and the influences of material resources, technology and structural factors on its evolution; legal and moral limits on force; and the extension of military power into the realm of peace-keeping, humanitarian relief and military occupation. The course also considers contemporary strategy challenges such as insurgency, terrorism, non-violent resistance and civil military relations", N, N,N
2002,PPAD 000/5288,Comprehensives,1 cr, Completion of all degree required courses, Individual consultation for students preparing for the comprehensive examination, N, N,N
2003,PPAD 000/5293,Capstone Project,0 cr, Permission of adviser and instructor," Students enrolling in this course will work towards the completion of their capstone project per departmental requirements. This project should present a thorough analysis of an issue with relevance to their course of study in Public Administration, Public Policy or Global Affairs. Final products for the course include a written report and an oral presentation that will be evaluated by and faculty supervisor and a client representative", N, N,N
2004,PPAD 598/5298,Research Seminar,0 cr, Supervisor approval of a thesis or master’s project proposal or permission of the supervisor and instructor.," Support to students in research phase of the thesis or master’s project. Weekly meetings and assignments to support ongoing analysis, research, and writing, guided discussions, peer-to-peer assessment, and critique of thesis or master’s project components. Ungraded; required for all students.", N," Offered in fall and spring.,",N
2005,RHET 101/1000,Approaches to Critical Writing,3 cr, N," Develops proficiency in critical expository writing, critical reading and greater fluency in expression. Focuses on the writing process with an emphasis on developing the student’s voice, organizing and developing ideas independently within the context of academic writing. Introduces library research and use of sources.", N," Offered in fall, spring and summer."," For students beginning fall 2013 and later, RHET 1000 and ,RHET 1100, , have been replaced with one course  ,RHET 110/1010  -  Freshman Writing (3 cr.), , "
2006,RHET 110/1010,Freshman Writing,3 cr, N," RHET 1010 is designed to help first year students improve their analytical and argumentative skills. This involves reading texts analytically and critically within various disciplines, considering the rhetorical situations in which they are working, organizing and supporting ideas to make a convincing argument while maintaining their voice as writers. This course also provides training in the use and integration of sources, library and online research and fosters a more discriminating attitude to academically acceptable sources. Ultimately, the course provides opportunities for students to develop effective and coherent communication skills.", N, Offered in fall and spring. Summer only for students repeating the course.," RHET 1010 replaces ,RHET 101/1000  -  Approaches to Critical Writing (3 cr.), , and ,RHET 102/1100  -  Effective Argument (3 cr.), , for students beginning in the Freshman Program in fall 2013 and later"
2007,RHET 120/1020,Research Writing,3 cr," ,RHET 1010, , ,CORE 1010, ,"," RHET 1020 introduces students to the process of research and the different cultures of inquiry in the disciplines. Students explore various types of research questions, making decisions about the most appropriate approach to collecting evidence, conducting analysis, organizing and presenting their work to particular discourse communities. Through this critical approach, students develop a well-informed and insightful research paper which demonstrates understanding of the processes and conventions of writing in academic contexts", N, N,N
2008,RHET 199/1099,Selected Topics,3 cr, N, Course addressing broad intellectual concerns and accessible to all first year students irrespective of major., N," Offered occasionally.,",N
2009,RHET 102/1100,Effective Argument,3 cr," ,RHET 1000,"," Develops the skills to produce effective argument with a focus on organization, content, analysis of readings, critical thinking. Provides training in the use and integration of sources, library and online research.", N," Offered in fall, spring and summer."," For students beginning fall 2013 and later, ,RHET 1000, ,  and RHET 1100 have been replaced with one course: ,RHET 110/1010  -  Freshman Writing (3 cr"
2010,RHET 201/2010,Research Writing,3 cr," ,RHET 1100, , or its equivalent."," Develops the skills to produce extended forms of academic essays and research papers with a focus on the methods of research, process of research paper writing, integration and evaluation of sources and critical analysis.", N," Offered in fall, spring and summer."," For students beginning fall 2013 and later, RHET 2010 has been replaced by ,RHET 120/1020  -  Research Writing (3 cr"
2011,RHET 299/2099,Selected Topics,3 cr," ,RHET 1020, , or its equivalent", Course addressing broad intellectual concerns and accessible to all students irrespective of major, N, N,N
2012,RHET 399/3099,Selected Topics,3 cr," ,RHET 1020, , or its equivalent"," Course addresses broad intellectual concerns, and is accessible to all students irrespective of major", N, N,N
2013,RHET 345/3110,The Writer’s Workshop,3 cr," ,RHET 1020, , or its equivalent"," This course offers students a unique opportunity to learn the fundamentals of nonfiction writing, and to grow as critics, both on the page and in the classroom. Students engage life questions in a number of personal contexts, reflecting upon their places as individuals within the larger contexts of family, country, and/or region. They also practice writing formal critiques of peers’ narratives and participate in class workshop discussions", N, N,N
2014,RHET 340/3120,Life Narratives,3 cr," ,RHET 1020, , or its equivalent"," This reading-intensive course will familiarize students with writing in the genres of ‘life writing’. Students learn to write critical reviews of classic and contemporary memoirs, confessions, letters, diaries, and visual portraits as well as autobiographies and biographies, through key themes of self, identity, secrets, truth, inheritance and ethics. The course will consider how critical examinations of new paradigms that consider the self are expressed through writing. The course invites discussion about the social and cultural uses of life writing, from legal testimony to medical case history, and the pervasive ethical dilemmas that arise. In addition, using a variety of texts, the course explores the tensions between local identities rooted in culture, history and language, and global, trans-national identities, driven by the pressures of the modern inter-connected world", N, N,N
2015,RHET 341/3130,Travel Writing,3 cr," ,RHET 1020, , or its equivalent"," In this course, students will become familiar with the genre of travel writing, the history, politics and economics of place, and how these influence culture. Through various reading, writing, and travel experiences, students will gain an understanding of themselves vis a vis the Other and develop an appreciation of how travel can transform the self. They will learn how to respond critically to travel narratives, identify credible sources to inform their writing, make original observations, and modify perspective to compose alternative texts", N, N,N
2016,RHET 342/3140,Writing Children’s Literature,3 cr," ,RHET 1020, , or its equivalent"," Students in this course will assess and write works of fiction and nonfiction addressing children through different media (picture books, plays, short stories, novellas). Students will explore who writes and illustrates for children and why, and the language used to address children during different stages. They will engage in projects to entertain children, while providing indirect instruction, and produce written works for organizations that serve the needs of children", N, N,N
2017,RHET 380/3150,Poetry Writing,3 cr," ,RHET 1020, , ,or its equivalent"," This workshop-based course encourages students to explore their ideas through the language and imagery of poetry. Students will experiment with rhythm, rhyme, modes of discourse and poetic form. Throughout the course, they will examine the work of poets from diverse traditions, and the impact of their own expression. In a final portfolio, students will show careful analytical thinking about their work and consideration for how their poems are situated in the larger literary and cultural context", N, N,N
2018,RHET 390/3160,Fiction writing,3 cr," ,RHET 1020, , ,or its equivalent"," This course focuses on the craft and discipline of fiction writing. Students study writers in the Arab and Western literary tradition, and from that study, they learn the fundamentals of rhetorical and literary strategies in fiction, understand how to transform small ideas from daily life into fiction, consider how their cultural background affects how they tell stories, and develop a broadened familiarity with cultures different from their own. Students will also learn how to critique other students’ stories in workshops, and how to revise and develop their own work", N, N,N
2019,RHET 320/3210,Business Communication,3 cr," ,RHET 1020, , or its equivalent"," Today’s globalized and highly competitive world requires businesses, organizations, and individuals to excel in effective communication. This course focuses on helping students to master methods of persuasion that business professionals and administrators of organizations need. Students learn about and analyze various types of correspondences and documents to produce effective and appropriate business documents for professional and public audiences. They conduct research on real life topics and present findings in the form of proposals, formal reports, and presentations", N, N,N
2020,RHET 225/3220,Public Speaking,3 cr," , RHET 1020, , or its equivalent"," This course is designed to train students in the craft and practice of public address, focusing on the composition of well-researched speeches and their delivery. Students learn techniques of presentation and speech writing to address a specific rhetorical situation. Through a variety of instructional strategies - discussion, class workshops, readings, written analyses, and presentations - students learn the processes by which effective and coherent speeches are conceived, prepared, and delivered. Students prepare an informative speech on a critically-analysed topic, a well-reasoned persuasive speech on a complex social issue, a special-occasion speech that integrates diverse fields of knowledge, and multiple other exercises that hone their public speech construction and delivery. Students also practice methods of analytic and constructive peer evaluation, as well as self-evaluation of their video-taped speeches", N, N,N
2021,RHET 321/3230,Technical Communication,3 cr," , RHET 1020, ,", N, N, N,N
2022,RHET 332/3240,Principles of Mediation and Negotiation,3 cr," ,RHET 1020, , or its equivalent"," In today’s world, conflict resolution and negotiation skills can be invaluable for the success of individuals and organizations. This course equips students with the interpersonal skills needed to create solutions for common mediation and negotiation situations. A student will learn active listening, problem solving, relational maintenance, and problem-solution presentation skills. Students will also learn the interpersonal skills necessary for third-party facilitation and mediation in contexts of business and community dispute", N, N,N
2023,RHET 334/3250,Digital Rhetoric,3 cr," ,RHET 1020, , or its equivalent"," This is a course in the rhetorical analysis of the increasingly important genres that comprise the practices of E-Writing, including: blogging, wiki-development, networked writing, hypertext, and social networking. The course offers students an opportunity to work within various online contexts, with attention to their evolving conventions, textual features, the relationship between discourse and social practice, and the importance of medium in terms of opportunities and constraints offered. Students analyze and write about the social and cultural implications of developments in electronic literacy. Assignments involve the critique and construction of texts using new media tools and the exploration of how communication practices, notions of audience, elements of argument, narrative and meaning-making are enriched and complicated by the new possibilities of a global, digital environment", N, N,N
2024,RHET 310/3310,Discourse and Power,3 cr," ,RHET 1020, , or its equivalent"," This course reveals the power of words and what lies behind them. How can language be used to empower or disempower? Who controls the conversation? Students explore how discourse is constructed and how it maintains complex relations of power. As they develop strategies to become more articulate, confident and persuasive writers, students critically analyze various discourse resources - textual, aural and visual - for their intellectual, social and political power dimensions. The course guides students through key readings in rhetorical theory to provide a foundational knowledge of major questions, concepts and debates in the field", N, N,N
2025,RHET 322/3320,Writing in the Social Sciences,3 cr," ,RHET 1020, , or its equivalent"," This course is designed for students who want to develop the writing and critical thinking skills acquired in the 1000-level courses to produce more advanced discipline-specific academic and public writing in the social sciences. The course may be theme-based, with each student approaching the theme from a perspective appropriate to his/her discipline, and abiding by the style and conventions of the particular discipline. Course readings and discussions allow students to explore social phenomena, adding valuable research to the existing body of knowledge, and stimulating public interest and action", N, N,N
